Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
ADAMTSL2;9719;9;NC_000009.12;133532164;133575519;plus;20
ADAMTSL3;57188;15;NC_000015.10;83654086;84039842;plus;35
ADAMTSL4;54507;1;NC_000001.11;150549369;150560937;plus;21
ADAMTSL4-AS1;574406;1;NC_000001.11;150560895;150574552;minus;4
ADAMTSL5;339366;19;NC_000019.10;1505018;1513189;minus;14
ADAP1;11033;7;NC_000007.14;897900;955407;minus;15
ADAP2;55803;17;NC_000017.11;30921736;30959398;plus;11
ADAR;103;1;NC_000001.11;154582057;154631560;minus;20
ADARB1;104;21;NC_000021.9;45074578;45226563;plus;24
ADARB2;105;10;NC_000010.11;1177313;1737476;minus;10
ADARB2-AS1;642394;10;NC_000010.11;1526630;1557008;plus;4
ADAT1;23536;16;NC_000016.10;75596879;75623323;minus;12
ADAT2;134637;6;NC_000006.12;143422832;143450750;minus;10
ADAT3;113179;19;NC_000019.10;1905214;1913447;plus;2
ADCK1;57143;14;NC_000014.9;77800058;77933954;plus;16
ADCK2;90956;7;NC_000007.14;140672895;140695114;plus;8
ADCK5;203054;8;NC_000008.11;144373762;144393242;plus;19
ADCY1;107;7;NC_000007.14;45574140;45723116;plus;22
ADCY10;55811;1;NC_000001.11;167809080;167916389;minus;36
ADCY10P1;221442;6;NC_000006.12;41101034;41140835;plus;23
ADCY2;108;5;NC_000005.10;7396230;7830081;plus;26
ADCY3;109;2;NC_000002.12;24819169;24920017;minus;26
ADCY4;196883;14;NC_000014.9;24318349;24335071;minus;26
ADCY5;111;3;NC_000003.12;123282296;123448988;minus;30
ADCY6;112;12;NC_000012.12;48766191;48789096;minus;23
ADCY7;113;16;NC_000016.10;50246138;50318135;plus;31
ADCY8;114;8;NC_000008.11;130780300;131041604;minus;19
ADCY9;115;16;NC_000016.10;3953387;4116185;minus;12
ADCYAP1;116;18;NC_000018.10;904384;912172;plus;6
ADCYAP1R1;117;7;NC_000007.14;31052341;31111479;plus;18
ADD1;118;4;NC_000004.12;2843857;2930076;plus;20
ADD2;119;2;NC_000002.12;70656784;70768243;minus;19
ADD3;120;10;NC_000010.11;109996350;110135565;plus;23
ADD3-AS1;100505933;10;NC_000010.11;109945559;110008381;minus;5
ADGB;79747;6;NC_000006.12;146598965;146815462;plus;42
ADGRA1;84435;10;NC_000010.11;133070929;133131675;plus;19
ADGRA1-AS1;100128127;10;NC_000010.11;133085244;133086697;minus;3
ADGRA2;25960;8;NC_000008.11;37796883;37843986;plus;19
ADGRA3;166647;4;NC_000004.12;22387374;22516058;minus;21
ADGRB1;575;8;NC_000008.11;142449703;142545009;plus;33
ADGRB2;576;1;NC_000001.11;31727105;31764063;minus;33
ADGRB3;577;6;NC_000006.12;68635283;69389511;plus;38
ADGRD1;283383;12;NC_000012.12;130953907;131141469;plus;30
ADGRD1-AS1;105755954;12;NC_000012.12;130990626;130993976;minus;3
ADGRD2;347088;9;NC_000009.12;124451087;124477795;plus;21
ADGRE1;2015;19;NC_000019.10;6887549;6940453;plus;23
ADGRE2;30817;19;NC_000019.10;14732697;14778541;minus;24
ADGRE3;84658;19;NC_000019.10;14600175;14674918;minus;17
ADGRE4P;326342;19;NC_000019.10;6952500;6990846;minus;16
ADGRE5;976;19;NC_000019.10;14381144;14408725;plus;20
ADGRF1;266977;6;NC_000006.12;46997703;47042363;minus;16
ADGRF2;222611;6;NC_000006.12;47656590;47697797;plus;11
ADGRF3;165082;2;NC_000002.12;26308173;26346817;minus;18
ADGRF4;221393;6;NC_000006.12;47698545;47722021;plus;10
ADGRF5;221395;6;NC_000006.12;46852505;46954954;minus;25
ADGRF5P1;389740;9;NC_000009.12;62860848;62862194;minus;0
ADGRF5P2;441416;9;NC_000009.12;42795391;42796789;plus;0
ADGRG1;9289;16;NC_000016.10;57619535;57665039;plus;23
ADGRG2;10149;X;NC_000023.11;18989307;19122956;minus;32
ADGRG3;222487;16;NC_000016.10;57663998;57689378;plus;13
ADGRG4;139378;X;NC_000023.11;136300963;136416888;plus;28
ADGRG5;221188;16;NC_000016.10;57529339;57578182;plus;13
ADGRG6;57211;6;NC_000006.12;142301919;142446266;plus;28
ADGRG7;84873;3;NC_000003.12;100609589;100696174;plus;16
ADGRL1;22859;19;NC_000019.10;14147737;14206245;minus;27
ADGRL2;23266;1;NC_000001.11;81306104;81993932;plus;37
ADGRL3;23284;4;NC_000004.12;61201256;62078335;plus;31
ADGRL3-AS1;101927186;4;NC_000004.12;62071755;62161765;minus;8
ADGRL4;64123;1;NC_000001.11;78889764;79006810;minus;15
ADGRV1;84059;5;NC_000005.10;90558796;91164226;plus;91
ADH1A;124;4;NC_000004.12;99276366;99291028;minus;9
ADH1B;125;4;NC_000004.12;99306387;99321442;minus;10
ADH1C;126;4;NC_000004.12;99336492;99353045;minus;9
ADH4;127;4;NC_000004.12;99123657;99144298;minus;10
ADH5;128;4;NC_000004.12;99070978;99088788;minus;9
ADH5P2;343296;1;NC_000001.11;79521067;79522468;plus;0
ADH5P3;100131810;1;NC_000001.11;240170143;240171530;plus;0
ADH5P4;642443;6;NC_000006.12;65835477;65838068;minus;0
ADH6;130;4;NC_000004.12;99202638;99219246;minus;9
ADH7;131;4;NC_000004.12;99412261;99435510;minus;10
ADHFE1;137872;8;NC_000008.11;66432483;66468809;plus;14
ADI1;55256;2;NC_000002.12;3497919;3519579;minus;5
ADI1P1;100130936;20;NC_000020.11;41331122;41333241;plus;0
ADI1P2;100288971;8;NC_000008.11;102687953;102688932;minus;0
ADI1P3;100288129;12;NC_000012.12;47463087;47463621;plus;0
ADIG;149685;20;NC_000020.11;38581195;38588463;plus;3
ADIPOQ;9370;3;NC_000003.12;186842674;186858463;plus;4
ADIPOQ-AS1;100874095;3;NC_000003.12;186851886;186861368;minus;4
ADIPOR1;51094;1;NC_000001.11;202940825;202958572;minus;11
ADIPOR1P1;645220;10;NC_000010.11;22164576;22165424;plus;0
ADIPOR1P2;390503;14;NC_000014.9;94633672;94634525;plus;0
ADIPOR2;79602;12;NC_000012.12;1691027;1788679;plus;9
ADIRF;10974;10;NC_000010.11;86968431;86970909;plus;3
ADK;132;10;NC_000010.11;74151185;74709303;plus;16
ADM;133;11;NC_000011.10;10304980;10307402;plus;4
ADM2;79924;22;NC_000022.11;50481724;50486440;plus;3
ADM5;199800;19;NC_000019.10;49688685;49690990;plus;2
ADNP;23394;20;NC_000020.11;50888918;50931213;minus;9
ADNP2;22850;18;NC_000018.10;80109031;80140346;plus;5
ADNP-AS1;101927631;20;NC_000020.11;50930984;50945134;plus;4
ADO;84890;10;NC_000010.11;62804756;62808479;plus;1
ADORA1;134;1;NC_000001.11;203127705;203167405;plus;4
ADORA2A;135;22;NC_000022.11;24423597;24442360;plus;6
ADORA2A-AS1;646023;22;NC_000022.11;24429206;24495074;minus;11
ADORA2B;136;17;NC_000017.11;15927782;15975896;plus;6
ADORA2BP1;137;1;NC_000001.11;209744350;209745676;plus;0
ADORA3;140;1;NC_000001.11;111499429;111504121;minus;2
ADPGK;83440;15;NC_000015.10;72751367;72783785;minus;9
ADPGK-AS1;100287559;15;NC_000015.10;72782835;72798199;plus;3
ADPRH;141;3;NC_000003.12;119579433;119589954;plus;5
ADPRHL1;113622;13;NC_000013.11;113421940;113453524;minus;8
ADPRHL2;54936;1;NC_000001.11;36088852;36093932;plus;6
ADPRM;56985;17;NC_000017.11;10697610;10712689;plus;4
ADRA1A;148;8;NC_000008.11;26738113;26870994;minus;11
ADRA1B;147;5;NC_000005.10;159916733;159989205;plus;7
ADRA1D;146;20;NC_000020.11;4220631;4249012;minus;2
ADRA2A;150;10;NC_000010.11;111077032;111080907;plus;1
ADRA2B;151;2;NC_000002.12;96112875;96116245;minus;1
ADRA2C;152;4;NC_000004.12;3766569;3768526;plus;1
ADRB1;153;10;NC_000010.11;114044047;114046908;plus;1
ADRB2;154;5;NC_000005.10;148826593;148828634;plus;1
ADRB3;155;8;NC_000008.11;37962995;37966666;minus;2
ADRM1;11047;20;NC_000020.11;62302061;62308862;plus;10
ADSL;158;22;NC_000022.11;40346500;40387408;plus;15
ADSS;159;1;NC_000001.11;244408492;244452134;minus;14
ADSSL1;122622;14;NC_000014.9;104724197;104747325;plus;15
ADTRP;84830;6;NC_000006.12;11713523;11779628;minus;12
AEBP1;165;7;NC_000007.14;44104320;44114565;plus;21
AEBP2;121536;12;NC_000012.12;19404101;19522239;plus;12
AEN;64782;15;NC_000015.10;88604601;88632281;plus;8
AES;166;19;NC_000019.10;3052910;3063107;minus;8
AFAP1;60312;4;NC_000004.12;7758713;7939926;minus;20
AFAP1-AS1;84740;4;NC_000004.12;7754090;7778928;plus;2
AFAP1L1;134265;5;NC_000005.10;149271838;149343637;plus;21
AFAP1L2;84632;10;NC_000010.11;114280760;114404778;minus;24
AFDN;4301;6;NC_000006.12;167826872;167972023;plus;36
AFDN-DT;653483;6;NC_000006.12;167823890;167826796;minus;2
AFF1;4299;4;NC_000004.12;86934606;87141054;plus;25
AFF1-AS1;100506746;4;NC_000004.12;86924894;86934850;minus;3
AFF2;2334;X;NC_000023.11;148500619;149000663;plus;22
AFF3;3899;2;NC_000002.12;99545861;100142583;minus;33
AFF4;27125;5;NC_000005.10;132875379;132963662;minus;23
AFG1L;246269;6;NC_000006.12;108294874;108525784;plus;19
AFG3L1P;172;16;NC_000016.10;89972580;90000787;plus;14
AFG3L2;10939;18;NC_000018.10;12328944;12377309;minus;17
AFG3L2P1;347028;8;NC_000008.11;43251413;43272117;minus;0
AFM;173;4;NC_000004.12;73481745;73504001;plus;15
AFMID;125061;17;NC_000017.11;78185102;78207702;plus;14
AFP;174;4;NC_000004.12;73436219;73455785;plus;15
AFTPH;54812;2;NC_000002.12;64524305;64593005;plus;10
AGA;175;4;NC_000004.12;177430774;177442503;minus;9
A-GAMMA3'E;109951028;11;NC_000011.10;5245527;5248345;plus;0
AGAP1;116987;2;NC_000002.12;235494089;236131800;plus;25
AGAP10P;653234;10;NC_000010.11;45678692;45700553;plus;0
AGAP11;119385;10;NC_000010.11;86970741;87010203;plus;12
AGAP12P;414224;10;NC_000010.11;48010132;48031640;minus;8
AGAP13P;728005;10;NC_000010.11;46816582;46835825;plus;0
AGAP14P;653259;10;NC_000010.11;46337224;46359023;plus;0
AGAP1-IT1;100506749;2;NC_000002.12;235505751;235507566;plus;2
AGAP2;116986;12;NC_000012.12;57723765;57742201;minus;21
AGAP2-AS1;100130776;12;NC_000012.12;57726240;57728356;plus;2
AGAP3;116988;7;NC_000007.14;151085831;151144436;plus;23
AGAP4;119016;10;NC_000010.11;45825592;45853877;minus;11
AGAP5;729092;10;NC_000010.11;73674275;73697796;minus;8
AGAP6;414189;10;NC_000010.11;49981196;50010500;plus;14
AGAP7P;653268;10;NC_000010.11;46109495;46131678;plus;7
AGAP9;642517;10;NC_000010.11;47501854;47523638;minus;8
AGBL1;123624;15;NC_000015.10;86079639;87031476;plus;29
AGBL1-AS1;727915;15;NC_000015.10;86296833;86316968;minus;4
AGBL2;79841;11;NC_000011.10;47659168;47715382;minus;24
AGBL3;340351;7;NC_000007.14;134986139;135135782;plus;20
AGBL4;84871;1;NC_000001.11;48520157;50023954;minus;20
AGBL4-IT1;100874313;1;NC_000001.11;49374201;49472085;minus;4
AGBL5;60509;2;NC_000002.12;27051423;27070622;plus;18
AGBL5-AS1;100874031;2;NC_000002.12;27049683;27050264;minus;2
AGER;177;6;NC_000006.12;32180968;32184380;minus;11
AGFG1;3267;2;NC_000002.12;227472169;227561222;plus;16
AGFG2;3268;7;NC_000007.14;100539211;100568220;plus;14
AGGF1;55109;5;NC_000005.10;77030385;77065234;plus;14
AGGF1P1;100132380;4;NC_000004.12;190040984;190044286;plus;0
AGGF1P10;100288774;20;NC_000020.11;29430458;29433778;plus;0
AGGF1P2;644435;10;NC_000010.11;133641889;133643091;plus;0
AGGF1P3;391552;3;NC_000003.12;75653252;75655738;minus;0
AGGF1P4;100129351;16;NC_000016.10;35389125;35390034;minus;0
AGGF1P5;100128103;16;NC_000016.10;35420223;35421382;plus;0
AGGF1P6;106481737;16;NC_000016.10;35489232;35490380;plus;0
AGGF1P7;100132606;16;NC_000016.10;35547854;35548991;plus;0
AGGF1P8;100128804;16;NC_000016.10;35258629;35259781;plus;0
AGGF1P9;100127958;16;NC_000016.10;35347320;35348351;plus;0
AGK;55750;7;NC_000007.14;141551278;141662153;plus;19
AGKP1;359793;Y;NC_000024.10;14639044;14641313;plus;0
AGL;178;1;NC_000001.11;99850077;99924023;plus;36
AGMAT;79814;1;NC_000001.11;15571699;15585110;minus;7
AGMO;392636;7;NC_000007.14;15117223;15562015;minus;21
AGO1;26523;1;NC_000001.11;35869808;35929610;plus;20
AGO2;27161;8;NC_000008.11;140520151;140642406;minus;22
AGO3;192669;1;NC_000001.11;35925683;36056470;plus;25
AGO4;192670;1;NC_000001.11;35807624;35857890;plus;21
AGPAT1;10554;6;NC_000006.12;32168206;32178111;minus;10
AGPAT2;10555;9;NC_000009.12;136673143;136687459;minus;6
AGPAT3;56894;21;NC_000021.9;43865160;43987594;plus;20
AGPAT4;56895;6;NC_000006.12;161129980;161274108;minus;10
AGPAT4-IT1;79992;6;NC_000006.12;161160114;161161982;minus;1
AGPAT5;55326;8;NC_000008.11;6708357;6761503;plus;8
AGPAT5P1;646231;Y;NC_000024.10;3293808;3294809;plus;0
AGPS;8540;2;NC_000002.12;177392743;177543836;plus;21
AGR2;10551;7;NC_000007.14;16791811;16805114;minus;8
AGR3;155465;7;NC_000007.14;16854711;16881989;minus;10
AGRN;375790;1;NC_000001.11;1020102;1056119;plus;39
AGRP;181;16;NC_000016.10;67482571;67483813;minus;4
AGT;183;1;NC_000001.11;230702523;230714590;minus;5
AGTPBP1;23287;9;NC_000009.12;85546539;85742029;minus;30
AGTR1;185;3;NC_000003.12;148697871;148743003;plus;5
AGTR2;186;X;NC_000023.11;116170705;116174972;plus;3
AGTRAP;57085;1;NC_000001.11;11736085;11750771;plus;7
AGXT;189;2;NC_000002.12;240868745;240879119;plus;11
AGXT2;64902;5;NC_000005.10;34998099;35048188;minus;14
AHCTF1;25909;1;NC_000001.11;246839098;246931978;minus;39
AHCTF1P1;285116;2;NC_000002.12;161499067;161507902;minus;1
AHCY;191;20;NC_000020.11;34235012;34311976;minus;17
AHCYL1;10768;1;NC_000001.11;109984765;110023742;plus;20
AHCYL2;23382;7;NC_000007.14;129225014;129430211;plus;23
AHCYP1;340844;10;NC_000010.11;46223058;46224617;plus;0
AHCYP2;392387;9;NC_000009.12;120720573;120722157;plus;0
AHCYP3;402093;2;NC_000002.12;104394814;104396383;minus;0
AHCYP4;129560;2;NC_000002.12;138901242;138902832;minus;0
AHCYP5;391470;2;NC_000002.12;195582597;195584123;minus;0
AHCYP6;100419714;11;NC_000011.10;85857001;85859157;plus;0
AHCYP7;645486;15;NC_000015.10;50417289;50418883;plus;0
AHCYP8;107063538;1;NC_000001.11;248721993;248722201;minus;0
AHDC1;27245;1;NC_000001.11;27534245;27604178;minus;12
AHI1;54806;6;NC_000006.12;135283972;135497771;minus;35
AHNAK;79026;11;NC_000011.10;62433542;62546860;minus;9
AHNAK2;113146;14;NC_000014.9;104937251;104978357;minus;9
AHR;196;7;NC_000007.14;17298652;17346151;plus;11
AHRR;57491;5;NC_000005.10;304176;438291;plus;12
AHSA1;10598;14;NC_000014.9;77457877;77469472;plus;10
AHSA2P;130872;2;NC_000002.12;61177418;61188925;plus;9
AHSG;197;3;NC_000003.12;186612923;186621318;plus;7
AHSP;51327;16;NC_000016.10;31527852;31528804;plus;4
AICDA;57379;12;NC_000012.12;8602166;8612970;minus;5
AIDA;64853;1;NC_000001.11;222668013;222712895;minus;10
AIF1;199;6;NC_000006.12;31615209;31617025;plus;6
AIF1L;83543;9;NC_000009.12;131096476;131123152;plus;8
AIFM1;9131;X;NC_000023.11;130129362;130165887;minus;18
AIFM1P1;645120;10;NC_000010.11;18735675;18738829;plus;0
AIFM2;84883;10;NC_000010.11;70112267;70132934;minus;9
AIFM3;150209;22;NC_000022.11;20965130;20981360;plus;22
AIG1;51390;6;NC_000006.12;143059363;143343594;plus;12
AIG1P1;106479028;5;NC_000005.10;39022411;39022558;plus;0
AIM2;9447;1;NC_000001.11;159059226;159132351;minus;11
AIMP1;9255;4;NC_000004.12;106315610;106349225;plus;10
AIMP1P1;170547;20;NC_000020.11;14127331;14128413;plus;0
AIMP1P2;100873064;1;NC_000001.11;172885866;172886258;minus;0
AIMP2;7965;7;NC_000007.14;6009251;6023834;plus;9
AIP;9049;11;NC_000011.10;67468179;67491108;plus;8
AIPL1;23746;17;NC_000017.11;6423737;6435199;minus;6
AIRE;326;21;NC_000021.9;44285838;44298219;plus;14
AIRN;100271873;6;NC_000006.12;160003291;160007664;minus;3
AJAP1;55966;1;NC_000001.11;4654775;4792518;plus;8
AJM1;389813;9;NC_000009.12;136842506;136847345;plus;3
AJUBA;84962;14;NC_000014.9;22971174;22982642;minus;9
AK1;203;9;NC_000009.12;127866480;127885542;minus;10
AK2;204;1;NC_000001.11;33007940;33036911;minus;9
AK2P1;266920;1;NC_000001.11;58630846;58631572;minus;0
AK2P2;339736;2;NC_000002.12;31823487;31823830;minus;0
AK3;50808;9;NC_000009.12;4709556;4742043;minus;8
AK3P2;100419074;8;NC_000008.11;143057063;143057816;minus;0
AK3P3;100419075;7;NC_000007.14;23129100;23129916;plus;0
AK3P4;100129959;5;NC_000005.10;115402340;115402964;plus;0
AK3P5;100288319;10;NC_000010.11;32944417;32945001;plus;0
AK3P6;100873789;12;NC_000012.12;128942099;128945299;minus;0
AK4;205;1;NC_000001.11;65147342;65232145;plus;8
AK4P1;206;17;NC_000017.11;31345314;31347501;plus;0
AK4P2;100132104;5;NC_000005.10;55551888;55552554;minus;0
AK4P3;645619;12;NC_000012.12;31614443;31616574;minus;0
AK4P4;100128705;9;NC_000009.12;5855786;5856426;minus;0
AK4P5;100526416;6;NC_000006.12;80077729;80078362;minus;0
AK4P6;649288;4;NC_000004.12;151027090;151027617;plus;0
AK5;26289;1;NC_000001.11;77281908;77559969;plus;16
AK6;102157402;5;NC_000005.10;69351726;69370013;minus;6
AK6P1;100132086;12;NC_000012.12;34230379;34250265;plus;0
AK6P2;100128817;12;NC_000012.12;38078179;38086652;minus;0
AK7;122481;14;NC_000014.9;96392088;96489427;plus;18
AK8;158067;9;NC_000009.12;132725574;132878811;minus;17
AK9;221264;6;NC_000006.12;109492855;109691212;minus;48
AKAIN1;642597;18;NC_000018.10;5142911;5197752;minus;3
AKAP1;8165;17;NC_000017.11;57085192;57121349;plus;16
AKAP10;11216;17;NC_000017.11;19904302;19977856;minus;16
AKAP11;11215;13;NC_000013.11;42271470;42323267;plus;16
AKAP12;9590;6;NC_000006.12;151239815;151358559;plus;8
AKAP13;11214;15;NC_000015.10;85380616;85749358;plus;39
AKAP14;158798;X;NC_000023.11;119895973;119920716;plus;7
AKAP17A;8227;X;NC_000023.11;1591593;1602520;plus;6
AKAP17A;8227;Y;NC_000024.10;1591593;1602520;plus;6
AKAP17BP;139516;X;NC_000023.11;119256918;119257658;minus;0
AKAP2;11217;9;NC_000009.12;110048598;110172512;plus;6
AKAP3;10566;12;NC_000012.12;4615508;4649047;minus;6
AKAP4;8852;X;NC_000023.11;50190768;50201013;minus;7
AKAP5;9495;14;NC_000014.9;64465499;64474503;plus;2
AKAP6;9472;14;NC_000014.9;32203610;32833999;plus;24
AKAP7;9465;6;NC_000006.12;131125698;131283535;plus;24
AKAP8;10270;19;NC_000019.10;15353521;15379815;minus;16
AKAP8L;26993;19;NC_000019.10;15380048;15419121;minus;17
AKAP8P1;646114;9;NC_000009.12;11011744;11013098;plus;0
AKAP9;10142;7;NC_000007.14;91940867;92112908;plus;56
AKIP1;56672;11;NC_000011.10;8911117;8920079;plus;5
AKIRIN1;79647;1;NC_000001.11;38991244;39006065;plus;5
AKIRIN1P1;100418731;12;NC_000012.12;80561013;80561544;minus;0
AKIRIN1P2;106480306;X;NC_000023.11;68132868;68133437;plus;0
AKIRIN2;55122;6;NC_000006.12;87674860;87702267;minus;5
AKIRIN2P1;100216487;4;NC_000004.12;149789958;149790966;plus;0
AKNA;80709;9;NC_000009.12;114334149;114398498;minus;29
AKNAD1;254268;1;NC_000001.11;108815898;108858242;minus;17
AKR1A1;10327;1;NC_000001.11;45550779;45570051;plus;10
AKR1B1;231;7;NC_000007.14;134442350;134459239;minus;10
AKR1B10;57016;7;NC_000007.14;134527592;134541414;plus;11
AKR1B10P1;340888;10;NC_000010.11;67750229;67751429;plus;0
AKR1B10P2;643582;18;NC_000018.10;68455950;68456870;plus;0
AKR1B15;441282;7;NC_000007.14;134549097;134579843;plus;12
AKR1B1P1;401982;1;NC_000001.11;224574401;224575588;plus;0
AKR1B1P2;236;3;NC_000003.12;74135927;74137588;plus;0
AKR1B1P3;729347;11;NC_000011.10;16483357;16484709;minus;0
AKR1B1P4;390402;13;NC_000013.11;45687183;45688510;minus;0
AKR1B1P5;390482;14;NC_000014.9;59135119;59136451;minus;0
AKR1B1P6;100129769;18;NC_000018.10;8545608;8546957;plus;0
AKR1B1P7;126242;19;NC_000019.10;33360126;33361408;minus;0
AKR1B1P8;392525;X;NC_000023.11;116043451;116044622;plus;0
AKR1C1;1645;10;NC_000010.11;4963262;4979967;plus;9
AKR1C2;1646;10;NC_000010.11;4987775;5018033;minus;12
AKR1C3;8644;10;NC_000010.11;5048766;5107686;plus;10
AKR1C4;1109;10;NC_000010.11;5196835;5218947;plus;9
AKR1C6P;389932;10;NC_000010.11;4871667;4916273;minus;11
AKR1C7P;648947;10;NC_000010.11;5275206;5285925;minus;0
AKR1C8P;340811;10;NC_000010.11;5154460;5185187;minus;8
AKR1D1;6718;7;NC_000007.14;138076432;138118304;plus;9
AKR1D1P1;80701;1;NC_000001.11;167519548;167536087;plus;0
AKR1E2;83592;10;NC_000010.11;4824554;4908421;plus;17
AKR7A2;8574;1;NC_000001.11;19302708;19312146;minus;7
AKR7A2P1;246182;1;NC_000001.11;112923350;112924673;plus;1
AKR7A3;22977;1;NC_000001.11;19274229;19289362;minus;9
AKR7L;246181;1;NC_000001.11;19259320;19274168;minus;10
AKT1;207;14;NC_000014.9;104769349;104795743;minus;15
AKT1S1;84335;19;NC_000019.10;49869033;49878356;minus;7
AKT2;208;19;NC_000019.10;40230317;40285531;minus;22
AKT3;10000;1;NC_000001.11;243488233;243851079;minus;24
AKTIP;64400;16;NC_000016.10;53491040;53504411;minus;11
ALAD;210;9;NC_000009.12;113386312;113401338;minus;15
ALAS1;211;3;NC_000003.12;52198083;52214327;plus;12
ALAS2;212;X;NC_000023.11;55009055;55031064;minus;12
ALB;213;4;NC_000004.12;73404239;73421484;plus;15
ALCAM;214;3;NC_000003.12;105366713;105576913;plus;16
ALDH16A1;126133;19;NC_000019.10;49453216;49471050;plus;19
ALDH18A1;5832;10;NC_000010.11;95605929;95656901;minus;19
ALDH1A1;216;9;NC_000009.12;72900662;72953317;minus;13
ALDH1A2;8854;15;NC_000015.10;57953424;58065923;minus;15
ALDH1A3;220;15;NC_000015.10;100879692;100916626;plus;13
ALDH1B1;219;9;NC_000009.12;38392664;38398665;plus;3
ALDH1L1;10840;3;NC_000003.12;126103561;126197758;minus;26
ALDH1L1-AS1;100874204;3;NC_000003.12;126103640;126108069;plus;4
ALDH1L1-AS2;100862662;3;NC_000003.12;126180065;126210169;plus;2
ALDH1L2;160428;12;NC_000012.12;105019784;105084609;minus;27
ALDH2;217;12;NC_000012.12;111766887;111809985;plus;13
ALDH3A1;218;17;NC_000017.11;19737984;19748433;minus;13
ALDH3A2;224;17;NC_000017.11;19648146;19677596;plus;14
ALDH3B1;221;11;NC_000011.10;68008547;68029282;plus;11
ALDH3B2;222;11;NC_000011.10;67662162;67681224;minus;12
ALDH4A1;8659;1;NC_000001.11;18871430;18902799;minus;16
ALDH5A1;7915;6;NC_000006.12;24494969;24537207;plus;11
ALDH6A1;4329;14;NC_000014.9;74057662;74084493;minus;12
ALDH7A1;501;5;NC_000005.10;126541841;126595390;minus;19
ALDH7A1P1;541;5;NC_000005.10;77290184;77291997;plus;0
ALDH7A1P2;542;2;NC_000002.12;172893763;172894383;minus;0
ALDH7A1P3;543;7;NC_000007.14;150541564;150542126;minus;0
ALDH7A1P4;544;10;NC_000010.11;62740990;62741394;minus;0
ALDH8A1;64577;6;NC_000006.12;134917390;134950122;minus;7
ALDH9A1;223;1;NC_000001.11;165662212;165698663;minus;11
ALDOA;226;16;NC_000016.10;30053090;30070420;plus;16
